,lon,lat,k2,k3,k4,k5,k6,centroid
0,-122.48503873,37.7612911364,[1],[2],[3],[2],[3],0.0
1,-122.466204668,37.7725405392,[1],[2],[3],[2],[3],0.0
2,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
3,-122.409660752,37.7864394525,[0],[1],[0],[0],[0],0.0
4,-122.417955822,37.7578801214,[1],[0],[1],[1],[1],0.0
5,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
6,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
7,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
8,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
9,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
10,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
11,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
12,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
13,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
14,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
15,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
16,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
17,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
18,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
19,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
20,-122.388379874,37.7833104067,[0],[1],[0],[0],[0],0.0
21,-122.405941469,37.790463178,[0],[1],[0],[0],[0],0.0
22,-122.407114491,37.7899019823,[0],[1],[0],[0],[0],0.0
23,-122.411747372,37.7859988324,[0],[1],[0],[3],[2],0.0
24,-122.426508142,37.7859342572,[0],[1],[0],[3],[2],0.0
25,-122.470190416,37.7808757917,[0],[2],[3],[2],[3],0.0
26,-122.417997608,37.7769551138,[0],[1],[0],[3],[2],0.0
27,-122.478349616,37.7513339692,[1],[2],[3],[2],[3],0.0
28,-122.415781282,37.7588312135,[1],[0],[1],[1],[1],0.0
29,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
30,-122.458860616,37.7812550935,[0],[1],[3],[2],[3],0.0
31,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
32,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
33,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
34,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
35,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
36,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
37,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
38,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
39,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
40,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
41,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
42,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
43,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
44,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
45,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
46,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
47,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
48,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
49,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
50,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
51,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
52,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
53,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
54,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
55,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
56,-122.47548463,37.7383655655,[1],[2],[2],[4],[4],0.0
57,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
58,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
59,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
60,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
61,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
62,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
63,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
64,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
65,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
66,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
67,-122.414693065,37.7588955948,[1],[0],[1],[1],[1],0.0
68,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
69,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
70,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
71,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
72,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
73,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
74,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
75,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
76,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
77,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
78,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
79,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
80,-122.419360353,37.7618358012,[1],[0],[1],[1],[1],0.0
81,-122.419360353,37.7618358012,[1],[0],[1],[1],[1],0.0
82,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
83,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
84,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
85,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
86,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
87,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
88,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
89,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
90,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
91,-122.409876623,37.787148808,[0],[1],[0],[0],[0],0.0
92,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
93,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
94,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
95,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
96,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
97,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
98,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
99,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
100,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
101,-122.426635077,37.7549624154,[1],[0],[1],[1],[1],0.0
102,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
103,-122.383433949,37.729738145,[1],[0],[1],[1],[5],0.0
104,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
105,-122.412502864,37.7590272974,[1],[0],[1],[1],[1],0.0
106,-122.406775392,37.7884982866,[0],[1],[0],[0],[0],0.0
107,-122.40840386,37.7882933915,[0],[1],[0],[0],[0],0.0
108,-122.405466576,37.7646048757,[1],[0],[1],[1],[1],0.0
109,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
110,-122.417903978,37.7851670876,[0],[1],[0],[3],[2],0.0
111,-122.409876623,37.787148808,[0],[1],[0],[0],[0],0.0
112,-122.412173946,37.7629167767,[1],[0],[1],[1],[1],0.0
113,-122.411090795,37.7617009782,[1],[0],[1],[1],[1],0.0
114,-122.403409085,37.7531779939,[1],[0],[1],[1],[1],0.0
115,-122.41766064,37.755504342,[1],[0],[1],[1],[1],0.0
116,-122.414233849,37.7540986882,[1],[0],[1],[1],[1],0.0
117,-122.395565262,37.7626384173,[1],[0],[1],[1],[1],0.0
118,-122.385001534,37.7330708174,[1],[0],[1],[1],[5],0.0
119,-122.441811628,37.7990019437,[0],[1],[0],[3],[2],0.0
120,-122.469628051,37.7817199969,[0],[2],[3],[2],[3],0.0
121,-122.504883711,37.7530422086,[1],[2],[3],[2],[3],0.0
122,-122.481592052,37.7427355501,[1],[2],[3],[2],[3],0.0
123,-122.490170247,37.7424682354,[1],[2],[3],[2],[3],0.0
124,-122.408384276,37.7878271137,[0],[1],[0],[0],[0],0.0
125,-122.409925328,37.787764099,[0],[1],[0],[0],[0],0.0
126,-122.408384276,37.7878271137,[0],[1],[0],[0],[0],0.0
127,-122.413045094,37.7589402059,[1],[0],[1],[1],[1],0.0
128,-122.412179604,37.7622630617,[1],[0],[1],[1],[1],0.0
129,-122.405468776,37.7639259195,[1],[0],[1],[1],[1],0.0
130,-122.418445946,37.7882184508,[0],[1],[0],[3],[2],0.0
131,-122.392347672,37.7890603556,[0],[1],[0],[0],[0],0.0
132,-122.409256096,37.7882398998,[0],[1],[0],[0],[0],0.0
133,-122.410519782,37.7527667267,[1],[0],[1],[1],[1],0.0
134,-122.434457354,37.7609766091,[1],[0],[1],[1],[1],0.0
135,-122.405468776,37.7639259195,[1],[0],[1],[1],[1],0.0
136,-122.405468776,37.7639259195,[1],[0],[1],[1],[1],0.0
137,-122.404828019,37.7897596938,[0],[1],[0],[0],[0],0.0
138,-122.41027135,37.7895016292,[0],[1],[0],[0],[0],0.0
139,-122.410791678,37.783695227,[0],[1],[0],[0],[0],0.0
140,-122.412422725,37.7648250318,[1],[0],[1],[1],[1],0.0
141,-122.42480864,37.798391758,[0],[1],[0],[3],[2],0.0
142,-122.412439198,37.787722739,[0],[1],[0],[3],[2],0.0
143,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
144,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
145,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
146,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
147,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
148,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
149,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
150,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
151,-122.50966216,37.763035554,[1],[2],[3],[2],[3],0.0
152,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
153,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
154,-122.404195425,37.7912255174,[0],[1],[0],[0],[0],0.0
155,-122.41382007,37.785738295,[0],[1],[0],[3],[2],0.0
156,-122.41382007,37.785738295,[0],[1],[0],[3],[2],0.0
157,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
158,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
159,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
160,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
161,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
162,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
163,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
164,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
165,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
166,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
167,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
168,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
169,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
170,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
171,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
172,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
173,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
174,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
175,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
176,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
177,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
178,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
179,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
180,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
181,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
182,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
183,-122.406886504,37.7887345764,[0],[1],[0],[0],[0],0.0
184,-122.380028764,37.7320374278,[1],[0],[1],[1],[5],0.0
185,-122.408384276,37.7878271137,[0],[1],[0],[0],[0],0.0
186,-122.412755326,37.7867259286,[0],[1],[0],[3],[2],0.0
187,-122.489090192,37.7424057567,[1],[2],[3],[2],[3],0.0
188,-122.410111374,37.778632049,[0],[1],[0],[0],[0],0.0
189,-122.411800135,37.7840890367,[0],[1],[0],[0],[0],0.0
190,-122.422254495,37.7773983117,[0],[1],[0],[3],[2],0.0
191,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
192,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
193,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
194,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
195,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
196,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
197,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
198,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
199,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
200,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
201,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
202,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
203,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
204,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
205,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
206,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
207,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
208,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
209,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
210,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
211,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
212,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
213,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
214,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
215,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
216,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
217,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
218,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
219,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
220,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
221,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
222,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
223,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
224,-122.419058868,37.7594227506,[1],[0],[1],[1],[1],0.0
225,-122.419058868,37.7594227506,[1],[0],[1],[1],[1],0.0
226,-122.418738266,37.7546172382,[1],[0],[1],[1],[1],0.0
227,-122.423682814,37.796204621,[0],[1],[0],[3],[2],0.0
228,-122.408384276,37.7878271137,[0],[1],[0],[0],[0],0.0
229,-122.408384276,37.7878271137,[0],[1],[0],[0],[0],0.0
230,-122.408384276,37.7878271137,[0],[1],[0],[0],[0],0.0
231,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
232,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
233,-122.436194485,37.7227270384,[1],[0],[2],[4],[5],0.0
234,-122.418562097,37.7841847091,[0],[1],[0],[3],[2],0.0
235,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
236,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
237,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
238,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
239,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
240,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
241,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
242,-122.419360353,37.7618358012,[1],[0],[1],[1],[1],0.0
243,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
244,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
245,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
246,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
247,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
248,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
249,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
250,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
251,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
252,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
253,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
254,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
255,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
256,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
257,-122.418904205,37.7570361132,[1],[0],[1],[1],[1],0.0
258,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
259,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
260,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
261,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
262,-122.417028392,37.7603656932,[1],[0],[1],[1],[1],0.0
263,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
264,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
265,-122.418221946,37.7481664084,[1],[0],[1],[1],[1],0.0
266,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
267,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
268,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
269,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
270,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
271,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
272,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
273,-122.415629332,37.7572322279,[1],[0],[1],[1],[1],0.0
274,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
275,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
276,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
277,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
278,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
279,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
280,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
281,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
282,-122.403409085,37.7531779939,[1],[0],[1],[1],[1],0.0
283,-122.410059856,37.788082534,[0],[1],[0],[0],[0],0.0
284,-122.41967178,37.7650501215,[1],[0],[1],[1],[1],0.0
285,-122.419052694,37.7586324052,[1],[0],[1],[1],[1],0.0
286,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
287,-122.408040475,37.7864094034,[0],[1],[0],[0],[0],0.0
288,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
289,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
290,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
291,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
292,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
293,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
294,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
295,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
296,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
297,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
298,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
299,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
300,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
301,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
302,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
303,-122.426635077,37.7549624154,[1],[0],[1],[1],[1],0.0
304,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
305,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
306,-122.411702003,37.7878718776,[0],[1],[0],[3],[2],0.0
307,-122.415781282,37.7588312135,[1],[0],[1],[1],[1],0.0
308,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
309,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
310,-122.412502864,37.7590272974,[1],[0],[1],[1],[1],0.0
311,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
312,-122.419930112,37.7868262082,[0],[1],[0],[3],[2],0.0
313,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
314,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
315,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
316,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
317,-122.40840386,37.7882933915,[0],[1],[0],[0],[0],0.0
318,-122.417488324,37.765181804,[1],[0],[1],[1],[1],0.0
319,-122.415629332,37.7572322279,[1],[0],[1],[1],[1],0.0
320,-122.405466576,37.7646048757,[1],[0],[1],[1],[1],0.0
321,-122.408040475,37.7864094034,[0],[1],[0],[0],[0],0.0
322,-122.415781282,37.7588312135,[1],[0],[1],[1],[1],0.0
323,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
324,-122.415629332,37.7572322279,[1],[0],[1],[1],[1],0.0
325,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
326,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
327,-122.412173946,37.7629167767,[1],[0],[1],[1],[1],0.0
328,-122.41967178,37.7650501215,[1],[0],[1],[1],[1],0.0
329,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
330,-122.411090795,37.7617009782,[1],[0],[1],[1],[1],0.0
331,-122.409876623,37.787148808,[0],[1],[0],[0],[0],0.0
332,-122.41766064,37.755504342,[1],[0],[1],[1],[1],0.0
333,-122.403409085,37.7531779939,[1],[0],[1],[1],[1],0.0
334,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
335,-122.40840386,37.7882933915,[0],[1],[0],[0],[0],0.0
336,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
337,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
338,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
339,-122.418272166,37.7619029613,[1],[0],[1],[1],[1],0.0
340,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
341,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
342,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
343,-122.41766064,37.755504342,[1],[0],[1],[1],[1],0.0
344,-122.408231026,37.787359495,[0],[1],[0],[0],[0],0.0
345,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
346,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
347,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
348,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
349,-122.416720982,37.7571677817,[1],[0],[1],[1],[1],0.0
350,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
351,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
352,-122.417028392,37.7603656932,[1],[0],[1],[1],[1],0.0
353,-122.415239912,37.7589178813,[1],[0],[1],[1],[1],0.0
354,-122.412056242,37.7609899089,[1],[0],[1],[1],[1],0.0
355,-122.416863556,37.7579459515,[1],[0],[1],[1],[1],0.0
356,-122.415921585,37.7596123169,[1],[0],[1],[1],[1],0.0
357,-122.415605496,37.7677177521,[1],[0],[1],[1],[1],0.0
358,-122.408384276,37.7878271137,[0],[1],[0],[0],[0],0.0
359,-122.463079076,37.7254765726,[1],[2],[2],[4],[4],0.0
360,-122.417577215,37.7603888134,[1],[0],[1],[1],[1],0.0
361,-122.416070933,37.7612142237,[1],[0],[1],[1],[1],0.0
362,-122.417260521,37.7570790191,[1],[0],[1],[1],[1],0.0
363,-122.460301751,37.7242085323,[1],[2],[2],[4],[4],0.0
364,-122.473030392,37.7432215533,[1],[2],[3],[2],[3],0.0
365,-122.415229421,37.7588083436,[1],[0],[1],[1],[1],0.0
366,-122.413045094,37.7589402059,[1],[0],[1],[1],[1],0.0
367,-122.415770264,37.7580118295,[1],[0],[1],[1],[1],0.0
368,-122.412179604,37.7622630617,[1],[0],[1],[1],[1],0.0
369,-122.405468776,37.7639259195,[1],[0],[1],[1],[1],0.0
370,-122.488025948,37.7425626183,[1],[2],[3],[2],[3],0.0
371,-122.418445946,37.7882184508,[0],[1],[0],[3],[2],0.0
372,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
373,-122.41718521,37.7627583408,[1],[0],[1],[1],[1],0.0
374,-122.415921585,37.7596123169,[1],[0],[1],[1],[1],0.0
375,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
376,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
377,-122.41027135,37.7895016292,[0],[1],[0],[0],[0],0.0
378,-122.459564595,37.7246926894,[1],[2],[2],[4],[4],0.0
379,-122.410699658,37.7869881885,[0],[1],[0],[0],[0],0.0
380,-122.410791678,37.783695227,[0],[1],[0],[0],[0],0.0
381,-122.469655723,37.7648181686,[1],[2],[3],[2],[3],0.0
382,-122.418208517,37.7555244882,[1],[0],[1],[1],[1],0.0
383,-122.412422725,37.7648250318,[1],[0],[1],[1],[1],0.0
384,-122.498974694,37.7607866652,[1],[2],[3],[2],[3],0.0
385,-122.418108926,37.7594801326,[1],[0],[1],[1],[1],0.0
386,-122.417970955,37.7594884557,[1],[0],[1],[1],[1],0.0
387,-122.417970955,37.7594884557,[1],[0],[1],[1],[1],0.0
388,-122.440593032,37.7163046735,[1],[2],[2],[4],[4],0.0
389,-122.400180244,37.7913046529,[0],[1],[0],[0],[0],0.0
390,-122.405941469,37.790463178,[0],[1],[0],[0],[0],0.0
391,-122.405283981,37.7965510481,[0],[1],[0],[0],[0],0.0
392,-122.402780926,37.7258401277,[1],[0],[1],[1],[5],0.0
393,-122.405396537,37.793524904,[0],[1],[0],[0],[0],0.0
394,-122.502148729,37.7755496262,[1],[2],[3],[2],[3],0.0
395,-122.404079634,37.7108555178,[1],[0],[1],[1],[5],0.0
396,-122.417169895,37.7611477648,[1],[0],[1],[1],[1],0.0
397,-122.403994863,37.794611818,[0],[1],[0],[0],[0],0.0
398,-122.418963082,37.7584203037,[1],[0],[1],[1],[1],0.0
399,-122.400916029,37.7854574903,[0],[1],[0],[0],[0],0.0
400,-122.416025191,37.7556559649,[1],[0],[1],[1],[1],0.0
