,lon,lat,k2,k3,k4,k5,k6,centroid
12484,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12485,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12486,-122.416992162,37.7886442171,[0],[1],[0],[3],[2],0.0
12487,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12488,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12489,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12490,-122.504466085,37.7539241622,[1],[2],[3],[2],[3],0.0
12491,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12492,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12493,-122.421213399,37.7681976977,[1],[0],[1],[1],[1],0.0
12494,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12495,-122.417903978,37.7851670875,[0],[1],[0],[3],[2],0.0
12496,-122.41763416,37.7870631862,[0],[1],[0],[3],[2],0.0
12497,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12498,-122.418090767,37.7861007452,[0],[1],[0],[3],[2],0.0
12499,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12500,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
12501,-122.420850403,37.7910371428,[0],[1],[0],[3],[2],0.0
12502,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12503,-122.41763416,37.7870631862,[0],[1],[0],[3],[2],0.0
12504,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12505,-122.415308389,37.7653161356,[1],[0],[1],[1],[1],0.0
12506,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12507,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12508,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12509,-122.418272166,37.7619029613,[1],[0],[1],[1],[1],0.0
12510,-122.417209639,37.7900459017,[0],[1],[0],[3],[2],0.0
12511,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12512,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
12513,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12514,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12515,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
12516,-122.416916142,37.7843944492,[0],[1],[0],[3],[2],0.0
12517,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
12518,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
12519,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
12520,-122.423340547,37.7962454397,[0],[1],[0],[3],[2],0.0
12521,-122.416829149,37.7881786971,[0],[1],[0],[3],[2],0.0
12522,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12523,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
12524,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12525,-122.413684555,37.7777984629,[0],[1],[0],[3],[2],0.0
12526,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12527,-122.440148638,37.7992028074,[0],[1],[0],[3],[2],0.0
12528,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12529,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
12530,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12531,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12532,-122.420497289,37.7896188193,[0],[1],[0],[3],[2],0.0
12533,-122.417511997,37.7546910849,[1],[0],[1],[1],[1],0.0
12534,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12535,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12536,-122.421319145,37.7894600152,[0],[1],[0],[3],[2],0.0
12537,-122.415675315,37.7854477947,[0],[1],[0],[3],[2],0.0
12538,-122.420307356,37.7886989512,[0],[1],[0],[3],[2],0.0
12539,-122.417903978,37.7851670876,[0],[1],[0],[3],[2],0.0
12540,-122.417955822,37.7578801214,[1],[0],[1],[1],[1],0.0
12541,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12542,-122.418844748,37.789829767,[0],[1],[0],[3],[2],0.0
12543,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
12544,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12545,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12546,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12547,-122.425237254,37.7880691746,[0],[1],[0],[3],[2],0.0
12548,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12549,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12550,-122.417964484,37.7586968167,[1],[0],[1],[1],[1],0.0
12551,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12552,-122.419834939,37.7863580363,[0],[1],[0],[3],[2],0.0
12553,-122.415921585,37.7596123169,[1],[0],[1],[1],[1],0.0
12554,-122.415770264,37.7580118295,[1],[0],[1],[1],[1],0.0
12555,-122.418415888,37.7626869632,[1],[0],[1],[1],[1],0.0
12556,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12557,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12558,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
12559,-122.421720673,37.7914446364,[0],[1],[0],[3],[2],0.0
12560,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12561,-122.423340547,37.7962454397,[0],[1],[0],[3],[2],0.0
12562,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
12563,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12564,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12565,-122.415781282,37.7588312135,[1],[0],[1],[1],[1],0.0
12566,-122.421572274,37.7866181601,[0],[1],[0],[3],[2],0.0
12567,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12568,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
12569,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12570,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12571,-122.423340547,37.7962454397,[0],[1],[0],[3],[2],0.0
12572,-122.418277911,37.7626952876,[1],[0],[1],[1],[1],0.0
12573,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
12574,-122.411339563,37.7812707434,[0],[1],[0],[0],[0],0.0
12575,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12576,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12577,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
12578,-122.415006371,37.7628868985,[1],[0],[1],[1],[1],0.0
12579,-122.417209639,37.7900459017,[0],[1],[0],[3],[2],0.0
12580,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12581,-122.418272166,37.7619029613,[1],[0],[1],[1],[1],0.0
12582,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12583,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
12584,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12585,-122.409686192,37.7862042105,[0],[1],[0],[0],[0],0.0
12586,-122.418701003,37.7651098786,[1],[0],[1],[1],[1],0.0
12587,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
12588,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12589,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12590,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12591,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
12592,-122.478618706,37.7531929151,[1],[2],[3],[2],[3],0.0
12593,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12594,-122.426449162,37.7851513852,[0],[1],[0],[3],[2],0.0
12595,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12596,-122.412075502,37.7916201315,[0],[1],[0],[3],[2],0.0
12597,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12598,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
12599,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12600,-122.416374836,37.7644225166,[1],[0],[1],[1],[1],0.0
12601,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12602,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12603,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12604,-122.419039119,37.7907880214,[0],[1],[0],[3],[2],0.0
12605,-122.422516967,37.7912889898,[0],[1],[0],[3],[2],0.0
12606,-122.419039119,37.7907880214,[0],[1],[0],[3],[2],0.0
12607,-122.422330464,37.7903690689,[0],[1],[0],[3],[2],0.0
12608,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12609,-122.417019321,37.7891095539,[0],[1],[0],[3],[2],0.0
12610,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12611,-122.418562843,37.7884306841,[0],[1],[0],[3],[2],0.0
12612,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12613,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12614,-122.418658295,37.7889098399,[0],[1],[0],[3],[2],0.0
12615,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12616,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
12617,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12618,-122.418844748,37.789829767,[0],[1],[0],[3],[2],0.0
12619,-122.413107623,37.765448018,[1],[0],[1],[1],[1],0.0
12620,-122.417812559,37.7571005796,[1],[0],[1],[1],[1],0.0
12621,-122.419515708,37.7634292328,[1],[0],[1],[1],[1],0.0
12622,-122.430375434,37.7583511642,[1],[0],[1],[1],[1],0.0
12623,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12624,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12625,-122.420120319,37.7877570602,[0],[1],[0],[3],[2],0.0
12626,-122.416872884,37.7587640201,[1],[0],[1],[1],[1],0.0
12627,-122.418484652,37.7877245364,[0],[1],[0],[3],[2],0.0
12628,-122.415155941,37.7636979309,[1],[0],[1],[1],[1],0.0
12629,-122.417019321,37.7891095539,[0],[1],[0],[3],[2],0.0
12630,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12631,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12632,-122.416331137,37.7588520014,[1],[0],[1],[1],[1],0.0
12633,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12634,-122.416863556,37.7579459515,[1],[0],[1],[1],[1],0.0
12635,-122.403404791,37.7754207067,[0],[1],[0],[0],[0],0.0
12636,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12637,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12638,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12639,-122.41854994,37.7642837095,[1],[0],[1],[1],[1],0.0
12640,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12641,-122.418844748,37.7898297669,[0],[1],[0],[3],[2],0.0
12642,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12643,-122.417710345,37.7842362878,[0],[1],[0],[3],[2],0.0
12644,-122.49669822,37.7523946421,[1],[2],[3],[2],[3],0.0
12645,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
12646,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
12647,-122.50584333,37.7369900352,[1],[2],[3],[2],[3],0.0
12648,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12649,-122.410065782,37.7749906792,[0],[1],[0],[0],[0],0.0
12650,-122.417710345,37.7842362878,[0],[1],[0],[3],[2],0.0
12651,-122.420074161,37.7916521865,[0],[1],[0],[3],[2],0.0
12652,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12653,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
12654,-122.415932937,37.761222333,[1],[0],[1],[1],[1],0.0
12655,-122.417028392,37.7603656932,[1],[0],[1],[1],[1],0.0
12656,-122.420120319,37.7877570602,[0],[1],[0],[3],[2],0.0
12657,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12658,-122.418562843,37.7884306841,[0],[1],[0],[3],[2],0.0
12659,-122.418272166,37.7619029613,[1],[0],[1],[1],[1],0.0
12660,-122.42058044,37.7649968623,[1],[0],[1],[1],[1],0.0
12661,-122.417817853,37.7578884408,[1],[0],[1],[1],[1],0.0
12662,-122.416893711,37.784286048,[0],[1],[0],[3],[2],0.0
12663,-122.417802963,37.7562822237,[1],[0],[1],[1],[1],0.0
12664,-122.420120319,37.7877570602,[0],[1],[0],[3],[2],0.0
12665,-122.417903978,37.7851670875,[0],[1],[0],[3],[2],0.0
12666,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
12667,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12668,-122.403409085,37.7531779939,[1],[0],[1],[1],[1],0.0
12669,-122.417641343,37.787173525,[0],[1],[0],[3],[2],0.0
12670,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12671,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12672,-122.419039119,37.7907880214,[0],[1],[0],[3],[2],0.0
12673,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
12674,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12675,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
12676,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12677,-122.420307356,37.7886989511,[0],[1],[0],[3],[2],0.0
12678,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12679,-122.416482528,37.7604549121,[1],[0],[1],[1],[1],0.0
12680,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12681,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12682,-122.415473932,37.7556332979,[1],[0],[1],[1],[1],0.0
12683,-122.416482528,37.7604549121,[1],[0],[1],[1],[1],0.0
12684,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12685,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12686,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12687,-122.40260261,37.7923930434,[0],[1],[0],[0],[0],0.0
12688,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12689,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12690,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12691,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
12692,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
12693,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
12694,-122.419039119,37.7907880214,[0],[1],[0],[3],[2],0.0
12695,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12696,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12697,-122.41664237,37.7872450378,[0],[1],[0],[3],[2],0.0
12698,-122.417710345,37.7842362878,[0],[1],[0],[3],[2],0.0
12699,-122.419930112,37.7868262082,[0],[1],[0],[3],[2],0.0
12700,-122.402912161,37.7258054514,[1],[0],[1],[1],[5],0.0
12701,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12702,-122.415632296,37.7580201625,[1],[0],[1],[1],[1],0.0
12703,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12704,-122.416070933,37.7612142237,[1],[0],[1],[1],[1],0.0
12705,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12706,-122.420497289,37.7896188193,[0],[1],[0],[3],[2],0.0
12707,-122.41766064,37.755504342,[1],[0],[1],[1],[1],0.0
12708,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12709,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12710,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12711,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
12712,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12713,-122.419295456,37.787805224,[0],[1],[0],[3],[2],0.0
12714,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12715,-122.416235852,37.7849125738,[0],[1],[0],[3],[2],0.0
12716,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
12717,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12718,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12719,-122.418701003,37.7651098786,[1],[0],[1],[1],[1],0.0
12720,-122.396920776,37.7857918163,[0],[1],[0],[0],[0],0.0
12721,-122.416569016,37.7555687969,[1],[0],[1],[1],[1],0.0
12722,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12723,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12724,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12725,-122.419039119,37.7907880214,[0],[1],[0],[3],[2],0.0
12726,-122.416374836,37.7644225166,[1],[0],[1],[1],[1],0.0
12727,-122.419930112,37.7868262082,[0],[1],[0],[3],[2],0.0
12728,-122.419052694,37.7586324052,[1],[0],[1],[1],[1],0.0
12729,-122.416916142,37.7843944492,[0],[1],[0],[3],[2],0.0
12730,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12731,-122.419104425,37.7868764842,[0],[1],[0],[3],[2],0.0
12732,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
12733,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12734,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12735,-122.417339032,37.7643660723,[1],[0],[1],[1],[1],0.0
12736,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
12737,-122.411846266,37.7311823109,[1],[0],[1],[1],[5],0.0
12738,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12739,-122.417903978,37.7851670875,[0],[1],[0],[3],[2],0.0
12740,-122.415781282,37.7588312135,[1],[0],[1],[1],[1],0.0
12741,-122.417016664,37.7595460925,[1],[0],[1],[1],[1],0.0
12742,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12743,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12744,-122.418844748,37.789829767,[0],[1],[0],[3],[2],0.0
12745,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12746,-122.420494662,37.7618219326,[1],[0],[1],[1],[1],0.0
12747,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12748,-122.42206273,37.7899200015,[0],[1],[0],[3],[2],0.0
12749,-122.412041634,37.7622714633,[1],[0],[1],[1],[1],0.0
12750,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12751,-122.417508587,37.7539026122,[1],[0],[1],[1],[1],0.0
12752,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12753,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
12754,-122.415921585,37.7596123169,[1],[0],[1],[1],[1],0.0
12755,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12756,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12757,-122.415921585,37.7596123169,[1],[0],[1],[1],[1],0.0
12758,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
12759,-122.417508587,37.7539026122,[1],[0],[1],[1],[1],0.0
12760,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12761,-122.420021471,37.7872807076,[0],[1],[0],[3],[2],0.0
12762,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12763,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12764,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12765,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12766,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12767,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
12768,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12769,-122.417964484,37.7586968166,[1],[0],[1],[1],[1],0.0
12770,-122.420307356,37.7886989511,[0],[1],[0],[3],[2],0.0
12771,-122.421762502,37.7875490095,[0],[1],[0],[3],[2],0.0
12772,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12773,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12774,-122.418415888,37.7626869632,[1],[0],[1],[1],[1],0.0
12775,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12776,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12777,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12778,-122.41967178,37.7650501215,[1],[0],[1],[1],[1],0.0
12779,-122.417423841,37.7587860207,[1],[0],[1],[1],[1],0.0
12780,-122.417903978,37.7851670875,[0],[1],[0],[3],[2],0.0
12781,-122.41638971,37.7652491154,[1],[0],[1],[1],[1],0.0
12782,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12783,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12784,-122.417583442,37.7919214543,[0],[1],[0],[3],[2],0.0
12785,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
12786,-122.400162363,37.7649810094,[1],[0],[1],[1],[1],0.0
12787,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12788,-122.4211325,37.7885381075,[0],[1],[0],[3],[2],0.0
12789,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12790,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12791,-122.416829149,37.7881786971,[0],[1],[0],[3],[2],0.0
12792,-122.421572274,37.7866181601,[0],[1],[0],[3],[2],0.0
12793,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12794,-122.415155941,37.7636979309,[1],[0],[1],[1],[1],0.0
12795,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12796,-122.41493567,37.7557215581,[1],[0],[1],[1],[1],0.0
12797,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12798,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12799,-122.421056878,37.7923840814,[0],[1],[0],[3],[2],0.0
12800,-122.420691681,37.790577071,[0],[1],[0],[3],[2],0.0
12801,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12802,-122.403775865,37.7282405027,[1],[0],[1],[1],[5],0.0
12803,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12804,-122.416878691,37.7595544125,[1],[0],[1],[1],[1],0.0
12805,-122.415000537,37.7620990021,[1],[0],[1],[1],[1],0.0
12806,-122.418108926,37.7594801326,[1],[0],[1],[1],[1],0.0
12807,-122.403394235,37.7538078714,[1],[0],[1],[1],[1],0.0
12808,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
12809,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12810,-122.418124262,37.7610901241,[1],[0],[1],[1],[1],0.0
12811,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12812,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12813,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12814,-122.411339563,37.7812707434,[0],[1],[0],[0],[0],0.0
12815,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12816,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12817,-122.415937762,37.7921322486,[0],[1],[0],[3],[2],0.0
12818,-122.414619687,37.7855830588,[0],[1],[0],[3],[2],0.0
12819,-122.391269033,37.7398531386,[1],[0],[1],[1],[5],0.0
12820,-122.420307356,37.7886989512,[0],[1],[0],[3],[2],0.0
12821,-122.509265277,37.7630727687,[1],[2],[3],[2],[3],0.0
12822,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12823,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12824,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12825,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12826,-122.420307356,37.7886989511,[0],[1],[0],[3],[2],0.0
12827,-122.417180449,37.7619674218,[1],[0],[1],[1],[1],0.0
12828,-122.420691681,37.7905770711,[0],[1],[0],[3],[2],0.0
12829,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
12830,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
12831,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
12832,-122.421949488,37.7884881521,[0],[1],[0],[3],[2],0.0
12833,-122.421861006,37.7880116319,[0],[1],[0],[3],[2],0.0
12834,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12835,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12836,-122.414845139,37.7605000726,[1],[0],[1],[1],[1],0.0
12837,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12838,-122.416075285,37.7844496613,[0],[1],[0],[3],[2],0.0
12839,-122.413591696,37.7638222259,[1],[0],[1],[1],[1],0.0
12840,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12841,-122.418467748,37.787965257,[0],[1],[0],[3],[2],0.0
12842,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12843,-122.418274172,37.7870372043,[0],[1],[0],[3],[2],0.0
12844,-122.404499252,37.76466446,[1],[0],[1],[1],[1],0.0
12845,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12846,-122.478325616,37.7644357772,[1],[2],[3],[2],[3],0.0
12847,-122.408686199,37.761900735,[1],[0],[1],[1],[1],0.0
12848,-122.416261837,37.7853750846,[0],[1],[0],[3],[2],0.0
12849,-122.416078424,37.7620347867,[1],[0],[1],[1],[1],0.0
12850,-122.418486297,37.7634954373,[1],[0],[1],[1],[1],0.0
12851,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12852,-122.418274172,37.7870372044,[0],[1],[0],[3],[2],0.0
12853,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12854,-122.41592985,37.7604330004,[1],[0],[1],[1],[1],0.0
12855,-122.498034442,37.7542031661,[1],[2],[3],[2],[3],0.0
12856,-122.417332583,37.7635718956,[1],[0],[1],[1],[1],0.0
12857,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12858,-122.420874632,37.7914943052,[0],[1],[0],[3],[2],0.0
12859,-122.419274801,37.7835680535,[0],[1],[0],[3],[2],0.0
12860,-122.421525851,37.7548527624,[1],[0],[1],[1],[1],0.0
12861,-122.419039119,37.7907880214,[0],[1],[0],[3],[2],0.0
12862,-122.41868792,37.7642753857,[1],[0],[1],[1],[1],0.0
12863,-122.418277911,37.7626952876,[1],[0],[1],[1],[1],0.0
12864,-122.422330464,37.7903690689,[0],[1],[0],[3],[2],0.0
12865,-122.416230393,37.7636337703,[1],[0],[1],[1],[1],0.0
12866,-122.416569016,37.7555687969,[1],[0],[1],[1],[1],0.0
12867,-122.418065082,37.7863419197,[0],[1],[0],[3],[2],0.0
12868,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12869,-122.418368839,37.7874861572,[0],[1],[0],[3],[2],0.0
12870,-122.417488324,37.765181804,[1],[0],[1],[1],[1],0.0
12871,-122.42066061,37.7900998202,[0],[1],[0],[3],[2],0.0
12872,-122.418120086,37.760301234,[1],[0],[1],[1],[1],0.0
